"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
01,"ATLANTIC",0590,"BUENA REGIONAL",51,"Sent Oth Dist Reg",2.0,4.0,0.0
01,"ATLANTIC",0590,"BUENA REGIONAL",52,"Sent Oth Dist SpEd",34.0,34.0,61.0
01,"ATLANTIC",0590,"BUENA REGIONAL",60,"Received Oth Dist",113.0,92.0,81.0
01,"ATLANTIC",0590,"BUENA REGIONAL",70,"State Facilities",2.0,4.0,6.0
01,"ATLANTIC",0960,"CORBIN CITY",51,"Sent Oth Dist Reg",59.0,59.0,71.0
01,"ATLANTIC",0960,"CORBIN CITY",52,"Sent Oth Dist SpEd",11.0,12.5,2.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",11,"Onroll (Full)",409.0,424.0,449.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",21,"Onroll (SpEd Full)",95.0,102.0,102.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",40,"Sent Private School",1.0,2.0,0.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",51,"Sent Oth Dist Reg",0.0,2.0,0.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",52,"Sent Oth Dist SpEd",11.0,12.0,12.0
01,"ATLANTIC",1300,"EGG HARBOR CITY",60,"Received Oth Dist",11.0,33.0,13.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",11,"Onroll (Full)",6771.0,6600.0,6556.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",21,"Onroll (SpEd Full)",832.0,810.0,799.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",40,"Sent Private School",25.0,23.0,36.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",51,"Sent Oth Dist Reg",4.0,1.0,0.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",52,"Sent Oth Dist SpEd",51.0,47.0,51.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",60,"Received Oth Dist",125.0,101.0,0.0
01,"ATLANTIC",1310,"EGG HARBOR TWP",70,"State Facilities",6.0,4.0,0.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",11,"Onroll (Full)",152.0,158.0,175.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",21,"Onroll (SpEd Full)",17.0,16.0,4.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",40,"Sent Private School",1.0,1.0,0.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",50,"Sent Contract Presch",0.0,0.0,2.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",51,"Sent Oth Dist Reg",42.0,30.0,28.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",52,"Sent Oth Dist SpEd",6.0,8.0,5.0
01,"ATLANTIC",1410,"ESTELL MANOR CITY",60,"Received Oth Dist",0,1.0,0.0
01,"ATLANTIC",1540,"FOLSOM BORO",11,"Onroll (Full)",368.0,347.0,356.0
01,"ATLANTIC",1540,"FOLSOM BORO",21,"Onroll (SpEd Full)",51.0,53.0,42.0
01,"ATLANTIC",1540,"FOLSOM BORO",40,"Sent Private School",5.0,5.0,6.0
01,"ATLANTIC",1540,"FOLSOM BORO",51,"Sent Oth Dist Reg",59.0,63.0,73.0
01,"ATLANTIC",1540,"FOLSOM BORO",52,"Sent Oth Dist SpEd",22.0,18.0,18.0
01,"ATLANTIC",1540,"FOLSOM BORO",60,"Received Oth Dist",0,1.0,0.0
01,"ATLANTIC",1690,"GALLOWAY TWP",11,"Onroll (Full)",2783.0,2708.0,2730.0
01,"ATLANTIC",1690,"GALLOWAY TWP",21,"Onroll (SpEd Full)",541.0,568.0,568.0
01,"ATLANTIC",1690,"GALLOWAY TWP",40,"Sent Private School",10.0,10.0,12.0
01,"ATLANTIC",1690,"GALLOWAY TWP",51,"Sent Oth Dist Reg",6.0,18.0,18.0
01,"ATLANTIC",1690,"GALLOWAY TWP",52,"Sent Oth Dist SpEd",34.0,32.0,24.0
01,"ATLANTIC",1690,"GALLOWAY TWP",60,"Received Oth Dist",28.0,46.0,44.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",11,"Onroll (Full)",2744.0,2724.0,2704.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",21,"Onroll (SpEd Full)",590.0,576.0,580.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",22,"Onroll (SpEd Shared)",3.0,3.0,0.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",40,"Sent Private School",27.0,26.5,19.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",51,"Sent Oth Dist Reg",2.0,3.0,0.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",52,"Sent Oth Dist SpEd",75.5,75.0,58.5
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",60,"Received Oth Dist",90.0,92.0,83.0
01,"ATLANTIC",1790,"GREATER EGG HARBOR REG",70,"State Facilities",12.0,15.0,15.0
01,"ATLANTIC",1940,"HAMILTON TWP",11,"Onroll (Full)",2620.0,2595.0,2711.0
01,"ATLANTIC",1940,"HAMILTON TWP",21,"Onroll (SpEd Full)",466.0,465.0,465.0
01,"ATLANTIC",1940,"HAMILTON TWP",40,"Sent Private School",6.0,5.0,6.0
01,"ATLANTIC",1940,"HAMILTON TWP",51,"Sent Oth Dist Reg",3.0,33.0,4.0
01,"ATLANTIC",1940,"HAMILTON TWP",52,"Sent Oth Dist SpEd",20.0,17.0,18.0
01,"ATLANTIC",1940,"HAMILTON TWP",60,"Received Oth Dist",0,30.0,0.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",11,"Onroll (Full)",3093.0,3121.0,3276.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",21,"Onroll (SpEd Full)",508.0,513.0,400.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",40,"Sent Private School",16.0,13.0,13.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",51,"Sent Oth Dist Reg",1.0,3.0,0.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",52,"Sent Oth Dist SpEd",19.0,22.0,24.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",60,"Received Oth Dist",835.0,856.0,847.0
01,"ATLANTIC",1960,"HAMMONTON TOWN",70,"State Facilities",1.0,2.0,2.0
01,"ATLANTIC",2680,"LINWOOD CITY",11,"Onroll (Full)",759.0,724.0,700.0
01,"ATLANTIC",2680,"LINWOOD CITY",21,"Onroll (SpEd Full)",101.0,108.0,108.0
01,"ATLANTIC",2680,"LINWOOD CITY",40,"Sent Private School",0.0,0.0,1.0
01,"ATLANTIC",2680,"LINWOOD CITY",52,"Sent Oth Dist SpEd",3.0,3.0,3.0
01,"ATLANTIC",2680,"LINWOOD CITY",60,"Received Oth Dist",19.0,14.0,0.0
01,"ATLANTIC",2780,"LONGPORT",11,"Onroll (Full)",1.0,0,0.0
01,"ATLANTIC",2780,"LONGPORT",51,"Sent Oth Dist Reg",47.0,48.0,44.0
01,"ATLANTIC",2780,"LONGPORT",52,"Sent Oth Dist SpEd",3.0,4.0,4.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",11,"Onroll (Full)",1162.0,1151.0,1143.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",21,"Onroll (SpEd Full)",199.0,194.0,209.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",40,"Sent Private School",10.0,7.0,9.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",51,"Sent Oth Dist Reg",0.0,1.0,0.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",52,"Sent Oth Dist SpEd",15.0,12.0,12.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",60,"Received Oth Dist",6.0,0,0.0
01,"ATLANTIC",2910,"MAINLAND REGIONAL",70,"State Facilities",5.0,2.0,2.0
01,"ATLANTIC",3020,"MARGATE CITY",11,"Onroll (Full)",399.0,358.0,384.0
01,"ATLANTIC",3020,"MARGATE CITY",21,"Onroll (SpEd Full)",35.0,44.0,42.0
01,"ATLANTIC",3020,"MARGATE CITY",40,"Sent Private School",2.0,1.0,1.0
01,"ATLANTIC",3020,"MARGATE CITY",51,"Sent Oth Dist Reg",90.0,82.0,84.0
01,"ATLANTIC",3020,"MARGATE CITY",52,"Sent Oth Dist SpEd",13.0,10.0,3.0
01,"ATLANTIC",3020,"MARGATE CITY",60,"Received Oth Dist",40.0,33.0,27.0
01,"ATLANTIC",3020,"MARGATE CITY",70,"State Facilities",1.0,0,0.0
01,"ATLANTIC",3480,"MULLICA TWP",11,"Onroll (Full)",654.0,638.0,727.0
01,"ATLANTIC",3480,"MULLICA TWP",12,"Onroll (Shared)",20.0,19.0,0.0
01,"ATLANTIC",3480,"MULLICA TWP",21,"Onroll (SpEd Full)",83.0,82.0,47.0
01,"ATLANTIC",3480,"MULLICA TWP",22,"Onroll (SpEd Shared)",13.0,13.0,0.0
01,"ATLANTIC",3480,"MULLICA TWP",40,"Sent Private School",1.0,1.0,0.0
01,"ATLANTIC",3480,"MULLICA TWP",51,"Sent Oth Dist Reg",0.0,0.0,2.0
01,"ATLANTIC",3480,"MULLICA TWP",52,"Sent Oth Dist SpEd",5.0,6.0,5.0
01,"ATLANTIC",3480,"MULLICA TWP",60,"Received Oth Dist",27.0,24.0,66.0
01,"ATLANTIC",3720,"NORTHFIELD CITY",11,"Onroll (Full)",792.0,777.0,777.0
01,"ATLANTIC",3720,"NORTHFIELD CITY",21,"Onroll (SpEd Full)",135.0,131.0,131.0
01,"ATLANTIC",3720,"NORTHFIELD CITY",40,"Sent Private School",3.0,2.0,2.0
01,"ATLANTIC",3720,"NORTHFIELD CITY",52,"Sent Oth Dist SpEd",2.0,2.0,3.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",11,"Onroll (Full)",3574.0,3414.0,3429.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",21,"Onroll (SpEd Full)",504.0,504.0,553.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",40,"Sent Private School",15.0,17.0,0.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",50,"Sent Contract Presch",3.0,144.0,0.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",51,"Sent Oth Dist Reg",15.0,15.0,224.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",52,"Sent Oth Dist SpEd",56.0,48.0,37.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",60,"Received Oth Dist",36.0,23.0,27.0
01,"ATLANTIC",4180,"PLEASANTVILLE CITY",70,"State Facilities",14.0,19.0,19.0
01,"ATLANTIC",4240,"PORT REPUBLIC CITY",11,"Onroll (Full)",115.0,110.0,108.0
01,"ATLANTIC",4240,"PORT REPUBLIC CITY",21,"Onroll (SpEd Full)",15.0,13.0,14.0
01,"ATLANTIC",4240,"PORT REPUBLIC CITY",51,"Sent Oth Dist Reg",47.0,48.0,43.0
01,"ATLANTIC",4240,"PORT REPUBLIC CITY",52,"Sent Oth Dist SpEd",8.0,9.0,7.0
01,"ATLANTIC",4240,"PORT REPUBLIC CITY",60,"Received Oth Dist",0,2.0,0.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",11,"Onroll (Full)",862.0,845.0,838.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",21,"Onroll (SpEd Full)",156.0,143.0,157.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",40,"Sent Private School",2.0,3.0,2.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",51,"Sent Oth Dist Reg",3.0,2.0,0.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",52,"Sent Oth Dist SpEd",11.0,8.0,10.0
01,"ATLANTIC",4800,"SOMERS POINT CITY",60,"Received Oth Dist",0,7.0,0.0
01,"ATLANTIC",5350,"VENTNOR CITY",11,"Onroll (Full)",708.0,684.0,675.0
01,"ATLANTIC",5350,"VENTNOR CITY",21,"Onroll (SpEd Full)",87.0,86.0,84.0
01,"ATLANTIC",5350,"VENTNOR CITY",40,"Sent Private School",1.0,0,0.0
01,"ATLANTIC",5350,"VENTNOR CITY",51,"Sent Oth Dist Reg",244.0,223.0,232.0
01,"ATLANTIC",5350,"VENTNOR CITY",52,"Sent Oth Dist SpEd",44.0,51.0,35.0
01,"ATLANTIC",5350,"VENTNOR CITY",60,"Received Oth Dist",6.0,0,0.0
01,"ATLANTIC",5350,"VENTNOR CITY",70,"State Facilities",4.0,4.0,0.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",11,"Onroll (Full)",166.0,146.0,158.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",21,"Onroll (SpEd Full)",22.0,26.0,25.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",40,"Sent Private School",2.0,1.0,0.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",51,"Sent Oth Dist Reg",56.5,51.0,41.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",52,"Sent Oth Dist SpEd",13.0,11.0,7.0
01,"ATLANTIC",5760,"WEYMOUTH TWP",60,"Received Oth Dist",2.0,0,0.0
03,"BERGEN",0040,"ALLENDALE BORO",11,"Onroll (Full)",848.0,841.0,853.0
03,"BERGEN",0040,"ALLENDALE BORO",21,"Onroll (SpEd Full)",55.0,63.0,63.0
03,"BERGEN",0040,"ALLENDALE BORO",40,"Sent Private School",6.0,7.0,7.0
03,"BERGEN",0040,"ALLENDALE BORO",52,"Sent Oth Dist SpEd",1.0,1.0,1.0
03,"BERGEN",0040,"ALLENDALE BORO",60,"Received Oth Dist",3.0,1.0,1.0
03,"BERGEN",0080,"ALPINE BORO",11,"Onroll (Full)",137.0,134.0,141.0
03,"BERGEN",0080,"ALPINE BORO",21,"Onroll (SpEd Full)",18.0,18.0,19.0
03,"BERGEN",0080,"ALPINE BORO",40,"Sent Private School",1.0,1.0,2.0
03,"BERGEN",0080,"ALPINE BORO",51,"Sent Oth Dist Reg",54.0,52.0,55.0
03,"BERGEN",0080,"ALPINE BORO",52,"Sent Oth Dist SpEd",18.5,17.0,10.5
03,"BERGEN",0285,"BERGEN CO SPECIAL SERVICE",21,"Onroll (SpEd Full)",650.0,651.0,648.0
03,"BERGEN",0285,"BERGEN CO SPECIAL SERVICE",22,"Onroll (SpEd Shared)",6.0,13.0,14.0
03,"BERGEN",0290,"BERGEN COUNTY VOCATIONAL",11,"Onroll (Full)",1659.0,1699.0,1737.0
03,"BERGEN",0290,"BERGEN COUNTY VOCATIONAL",12,"Onroll (Shared)",125.0,148.0,105.0
03,"BERGEN",0290,"BERGEN COUNTY VOCATIONAL",21,"Onroll (SpEd Full)",355.0,358.0,343.0
03,"BERGEN",0290,"BERGEN COUNTY VOCATIONAL",22,"Onroll (SpEd Shared)",69.0,72.0,105.0
03,"BERGEN",0290,"BERGEN COUNTY VOCATIONAL",30,"Post-Secondary (Full)",73.0,79.0,0.0
03,"BERGEN",0300,"BERGENFIELD BORO",11,"Onroll (Full)",2963.0,3019.0,3043.0
03,"BERGEN",0300,"BERGENFIELD BORO",12,"Onroll (Shared)",6.0,3.0,0.0
03,"BERGEN",0300,"BERGENFIELD BORO",21,"Onroll (SpEd Full)",491.0,498.0,489.0
03,"BERGEN",0300,"BERGENFIELD BORO",22,"Onroll (SpEd Shared)",2.0,1.0,2.0
03,"BERGEN",0300,"BERGENFIELD BORO",40,"Sent Private School",10.0,12.0,0.0
03,"BERGEN",0300,"BERGENFIELD BORO",52,"Sent Oth Dist SpEd",24.5,27.5,48.0
03,"BERGEN",0300,"BERGENFIELD BORO",60,"Received Oth Dist",49.0,43.5,52.0
03,"BERGEN",0300,"BERGENFIELD BORO",70,"State Facilities",0,2.0,0.0
03,"BERGEN",0440,"BOGOTA BORO",11,"Onroll (Full)",931.0,949.0,938.0
03,"BERGEN",0440,"BOGOTA BORO",12,"Onroll (Shared)",1.0,1.0,1.0
03,"BERGEN",0440,"BOGOTA BORO",21,"Onroll (SpEd Full)",170.0,167.0,167.0
03,"BERGEN",0440,"BOGOTA BORO",22,"Onroll (SpEd Shared)",2.0,1.0,0.0
03,"BERGEN",0440,"BOGOTA BORO",40,"Sent Private School",14.0,10.0,0.0
03,"BERGEN",0440,"BOGOTA BORO",52,"Sent Oth Dist SpEd",26.0,17.5,0.0
03,"BERGEN",0440,"BOGOTA BORO",60,"Received Oth Dist",0,1.0,0.0
03,"BERGEN",0440,"BOGOTA BORO",70,"State Facilities",2.0,0,0.0
03,"BERGEN",0740,"CARLSTADT BORO",11,"Onroll (Full)",505.0,494.0,492.0
03,"BERGEN",0740,"CARLSTADT BORO",21,"Onroll (SpEd Full)",69.0,69.0,69.0
03,"BERGEN",0740,"CARLSTADT BORO",40,"Sent Private School",1.0,2.0,2.0
03,"BERGEN",0740,"CARLSTADT BORO",52,"Sent Oth Dist SpEd",8.0,9.0,9.0
03,"BERGEN",0740,"CARLSTADT BORO",60,"Received Oth Dist",19.0,31.0,31.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",11,"Onroll (Full)",428.0,407.0,499.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",12,"Onroll (Shared)",7.0,12.0,12.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",21,"Onroll (SpEd Full)",56.0,49.0,43.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",22,"Onroll (SpEd Shared)",7.0,3.0,6.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",40,"Sent Private School",13.0,12.0,21.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",52,"Sent Oth Dist SpEd",24.0,26.0,25.0
03,"BERGEN",0745,"CARLSTADT-EAST RUTHERFORD",70,"State Facilities",1.0,1.0,0.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",11,"Onroll (Full)",2528.0,2562.0,2651.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",12,"Onroll (Shared)",1.0,0,0.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",21,"Onroll (SpEd Full)",446.0,445.0,445.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",22,"Onroll (SpEd Shared)",1.0,1.0,1.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",40,"Sent Private School",13.0,11.0,11.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",52,"Sent Oth Dist SpEd",26.0,28.0,40.0
03,"BERGEN",0890,"CLIFFSIDE PARK BORO",60,"Received Oth Dist",460.5,472.0,529.0
03,"BERGEN",0930,"CLOSTER BORO",11,"Onroll (Full)",998.0,989.0,983.0
03,"BERGEN",0930,"CLOSTER BORO",21,"Onroll (SpEd Full)",112.0,125.0,121.0
03,"BERGEN",0930,"CLOSTER BORO",40,"Sent Private School",2.0,2.0,2.0
03,"BERGEN",0930,"CLOSTER BORO",52,"Sent Oth Dist SpEd",8.0,8.0,12.0
03,"BERGEN",0930,"CLOSTER BORO",60,"Received Oth Dist",27.0,35.0,24.0
03,"BERGEN",0990,"CRESSKILL BORO",11,"Onroll (Full)",1559.0,1564.0,1565.0
03,"BERGEN",0990,"CRESSKILL BORO",12,"Onroll (Shared)",1.0,1.0,2.0
03,"BERGEN",0990,"CRESSKILL BORO",21,"Onroll (SpEd Full)",206.0,220.0,228.0
03,"BERGEN",0990,"CRESSKILL BORO",22,"Onroll (SpEd Shared)",1.0,0,0.0
03,"BERGEN",0990,"CRESSKILL BORO",40,"Sent Private School",20.0,18.0,20.0
03,"BERGEN",0990,"CRESSKILL BORO",52,"Sent Oth Dist SpEd",3.0,3.0,3.0
03,"BERGEN",0990,"CRESSKILL BORO",60,"Received Oth Dist",58.0,59.0,52.0
03,"BERGEN",1070,"DEMAREST BORO",11,"Onroll (Full)",595.0,583.0,614.0
03,"BERGEN",1070,"DEMAREST BORO",21,"Onroll (SpEd Full)",83.0,82.0,90.0
03,"BERGEN",1070,"DEMAREST BORO",40,"Sent Private School",2.0,1.0,3.0
03,"BERGEN",1070,"DEMAREST BORO",52,"Sent Oth Dist SpEd",16.0,19.0,12.0
03,"BERGEN",1070,"DEMAREST BORO",60,"Received Oth Dist",1.0,9.0,0.0
03,"BERGEN",1130,"DUMONT BORO",11,"Onroll (Full)",2347.0,2280.0,2205.0
03,"BERGEN",1130,"DUMONT BORO",12,"Onroll (Shared)",1.0,4.0,0.0
03,"BERGEN",1130,"DUMONT BORO",21,"Onroll (SpEd Full)",223.0,236.0,289.0
03,"BERGEN",1130,"DUMONT BORO",22,"Onroll (SpEd Shared)",3.0,2.0,0.0
03,"BERGEN",1130,"DUMONT BORO",40,"Sent Private School",11.0,9.0,0.0
03,"BERGEN",1130,"DUMONT BORO",52,"Sent Oth Dist SpEd",58.0,52.5,9.0
03,"BERGEN",1230,"EAST RUTHERFORD BORO",11,"Onroll (Full)",675.0,716.0,765.0
03,"BERGEN",1230,"EAST RUTHERFORD BORO",21,"Onroll (SpEd Full)",100.0,111.0,110.0
03,"BERGEN",1230,"EAST RUTHERFORD BORO",40,"Sent Private School",13.0,9.0,13.0
03,"BERGEN",1230,"EAST RUTHERFORD BORO",52,"Sent Oth Dist SpEd",6.0,10.0,10.0
03,"BERGEN",1230,"EAST RUTHERFORD BORO",60,"Received Oth Dist",1.0,33.0,0.0
03,"BERGEN",1270,"EDGEWATER BORO",11,"Onroll (Full)",846.0,845.0,960.0
03,"BERGEN",1270,"EDGEWATER BORO",21,"Onroll (SpEd Full)",66.0,72.0,90.0
03,"BERGEN",1270,"EDGEWATER BORO",40,"Sent Private School",10.0,8.0,17.0
03,"BERGEN",1270,"EDGEWATER BORO",51,"Sent Oth Dist Reg",339.0,330.0,378.0
03,"BERGEN",1270,"EDGEWATER BORO",52,"Sent Oth Dist SpEd",58.0,67.0,40.0
03,"BERGEN",1270,"EDGEWATER BORO",60,"Received Oth Dist",69.0,46.0,0.0
03,"BERGEN",1270,"EDGEWATER BORO",70,"State Facilities",0,1.0,1.0
03,"BERGEN",1345,"ELMWOOD PARK",11,"Onroll (Full)",2168.0,2152.0,2137.0
03,"BERGEN",1345,"ELMWOOD PARK",12,"Onroll (Shared)",12.0,11.0,0.0
03,"BERGEN",1345,"ELMWOOD PARK",21,"Onroll (SpEd Full)",358.0,394.0,392.0
03,"BERGEN",1345,"ELMWOOD PARK",22,"Onroll (SpEd Shared)",34.0,7.0,7.0
03,"BERGEN",1345,"ELMWOOD PARK",40,"Sent Private School",36.0,35.0,35.0
03,"BERGEN",1345,"ELMWOOD PARK",52,"Sent Oth Dist SpEd",25.0,33.0,54.0
03,"BERGEN",1345,"ELMWOOD PARK",60,"Received Oth Dist",2.0,2.0,2.0
03,"BERGEN",1345,"ELMWOOD PARK",70,"State Facilities",0,1.0,0.0
03,"BERGEN",1360,"EMERSON BORO",11,"Onroll (Full)",1052.0,1027.0,1028.0
03,"BERGEN",1360,"EMERSON BORO",21,"Onroll (SpEd Full)",147.0,142.0,142.0
03,"BERGEN",1360,"EMERSON BORO",40,"Sent Private School",18.0,19.0,18.0
03,"BERGEN",1360,"EMERSON BORO",52,"Sent Oth Dist SpEd",5.0,10.0,11.0
03,"BERGEN",1360,"EMERSON BORO",70,"State Facilities",1.0,1.0,0.0
03,"BERGEN",1370,"ENGLEWOOD CITY",11,"Onroll (Full)",2860.0,2829.0,2849.0
03,"BERGEN",1370,"ENGLEWOOD CITY",12,"Onroll (Shared)",4.0,4.0,4.0
03,"BERGEN",1370,"ENGLEWOOD CITY",21,"Onroll (SpEd Full)",405.0,411.0,417.0
03,"BERGEN",1370,"ENGLEWOOD CITY",40,"Sent Private School",24.0,20.0,0.0
03,"BERGEN",1370,"ENGLEWOOD CITY",51,"Sent Oth Dist Reg",2.0,3.0,3.0
03,"BERGEN",1370,"ENGLEWOOD CITY",52,"Sent Oth Dist SpEd",30.0,33.0,51.5
03,"BERGEN",1370,"ENGLEWOOD CITY",60,"Received Oth Dist",30.0,27.0,26.0
03,"BERGEN",1370,"ENGLEWOOD CITY",70,"State Facilities",0,2.0,2.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",11,"Onroll (Full)",487.0,493.0,495.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",21,"Onroll (SpEd Full)",60.0,55.0,55.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",40,"Sent Private School",0,4.0,6.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",51,"Sent Oth Dist Reg",26.0,26.0,41.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",52,"Sent Oth Dist SpEd",14.0,18.0,31.0
03,"BERGEN",1380,"ENGLEWOOD CLIFFS BORO",60,"Received Oth Dist",6.0,16.0,16.0
03,"BERGEN",1450,"FAIR LAWN BORO",11,"Onroll (Full)",3862.0,3943.0,4001.0
03,"BERGEN",1450,"FAIR LAWN BORO",12,"Onroll (Shared)",1.0,2.0,2.0
03,"BERGEN",1450,"FAIR LAWN BORO",21,"Onroll (SpEd Full)",840.0,836.0,836.0
03,"BERGEN",1450,"FAIR LAWN BORO",22,"Onroll (SpEd Shared)",1.0,1.0,1.0
03,"BERGEN",1450,"FAIR LAWN BORO",40,"Sent Private School",53.0,37.0,37.0
03,"BERGEN",1450,"FAIR LAWN BORO",51,"Sent Oth Dist Reg",0.0,1.0,5.0
03,"BERGEN",1450,"FAIR LAWN BORO",52,"Sent Oth Dist SpEd",23.0,27.0,47.0
03,"BERGEN",1450,"FAIR LAWN BORO",60,"Received Oth Dist",9.0,11.0,4.0
03,"BERGEN",1450,"FAIR LAWN BORO",70,"State Facilities",1.0,0,0.0
03,"BERGEN",1470,"FAIRVIEW BORO",11,"Onroll (Full)",1131.0,1097.0,1143.0
03,"BERGEN",1470,"FAIRVIEW BORO",21,"Onroll (SpEd Full)",180.0,183.0,183.0
03,"BERGEN",1470,"FAIRVIEW BORO",40,"Sent Private School",2.0,2.0,0.0
03,"BERGEN",1470,"FAIRVIEW BORO",51,"Sent Oth Dist Reg",376.5,396.0,449.0
03,"BERGEN",1470,"FAIRVIEW BORO",52,"Sent Oth Dist SpEd",116.0,103.0,98.0
03,"BERGEN",1470,"FAIRVIEW BORO",60,"Received Oth Dist",0,53.0,0.0
03,"BERGEN",1550,"FORT LEE BORO",11,"Onroll (Full)",3309.0,3315.0,3310.0
03,"BERGEN",1550,"FORT LEE BORO",12,"Onroll (Shared)",0,1.0,1.0
03,"BERGEN",1550,"FORT LEE BORO",21,"Onroll (SpEd Full)",430.0,398.0,419.0
03,"BERGEN",1550,"FORT LEE BORO",22,"Onroll (SpEd Shared)",1.0,1.0,1.0
03,"BERGEN",1550,"FORT LEE BORO",40,"Sent Private School",24.0,25.0,23.0
03,"BERGEN",1550,"FORT LEE BORO",52,"Sent Oth Dist SpEd",32.5,30.0,34.0
03,"BERGEN",1550,"FORT LEE BORO",60,"Received Oth Dist",9.0,11.0,11.0
03,"BERGEN",1550,"FORT LEE BORO",70,"State Facilities",0,1.0,1.0
03,"BERGEN",1580,"FRANKLIN LAKES BORO",11,"Onroll (Full)",1025.0,965.0,911.0
03,"BERGEN",1580,"FRANKLIN LAKES BORO",21,"Onroll (SpEd Full)",201.0,207.0,183.0
03,"BERGEN",1580,"FRANKLIN LAKES BORO",40,"Sent Private School",6.0,7.0,0.0
03,"BERGEN",1580,"FRANKLIN LAKES BORO",52,"Sent Oth Dist SpEd",4.0,0,0.0
03,"BERGEN",1580,"FRANKLIN LAKES BORO",60,"Received Oth Dist",21.0,27.0,0.0
03,"BERGEN",1700,"GARFIELD CITY",11,"Onroll (Full)",4638.0,4526.0,4596.0
03,"BERGEN",1700,"GARFIELD CITY",12,"Onroll (Shared)",25.0,24.0,24.0
