"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
25,"Monmouth",4365,"Red Bank Regional",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",1966884.00,2640580.00,2565725.00
25,"Monmouth",4365,"Red Bank Regional",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",1205962.00,2404818.00,2158667.00
25,"Monmouth",4365,"Red Bank Regional",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",4333264.00,4634092.00,5001500.00
25,"Monmouth",4365,"Red Bank Regional",72140,"'","Total Undistributed Expenditures",14315807.00,17558319.00,17439526.00
25,"Monmouth",4365,"Red Bank Regional",72180,"'10-606","Interest Earned on Maintenance Reserve",7099.00,0.00,250.00
25,"Monmouth",4365,"Red Bank Regional",72200,"'10-606","Increase In Maintenance Reserve",719100.00,0.00,0.00
25,"Monmouth",4365,"Red Bank Regional",72260,"'","Total General Current Expense",26212343.00,30024004.00,30193668.00
25,"Monmouth",4365,"Red Bank Regional",75880,"'12-XXX-XXX-73","Total Equipment",36705.00,136997.00,165000.00
25,"Monmouth",4365,"Red Bank Regional",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",39063.00,39063.00,39063.00
25,"Monmouth",4365,"Red Bank Regional",76360,"'10-604","Increase In Capital Reserve",7799.00,0.00,0.00
25,"Monmouth",4365,"Red Bank Regional",76380,"'10-604","Interest Deposit to Capital Reserve",258107.00,0.00,250.00
25,"Monmouth",4365,"Red Bank Regional",76400,"'","Total Capital Outlay",341674.00,176060.00,204313.00
25,"Monmouth",4365,"Red Bank Regional",84060,"'","General Fund Grand Total",26554017.00,30200064.00,30397981.00
25,"Monmouth",4365,"Red Bank Regional",84100,"'20-XXX-XXX-XX","Local Projects",11753.00,22848.00,0.00
25,"Monmouth",4365,"Red Bank Regional",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,10000.00
25,"Monmouth",4365,"Red Bank Regional",84220,"'20-476-XXX-XX","Scholarship Fund",0.00,0.00,5000.00
25,"Monmouth",4365,"Red Bank Regional",88000,"'20-XXX-XXX-XX","Nonpublic Textbooks",40267.00,43679.00,34943.00
25,"Monmouth",4365,"Red Bank Regional",88020,"'20-XXX-XXX-XX","Nonpublic Auxiliary Services",47244.00,50513.00,40410.00
25,"Monmouth",4365,"Red Bank Regional",88040,"'20-XXX-XXX-XX","Nonpublic Handicapped Services",125402.00,131967.00,105573.00
25,"Monmouth",4365,"Red Bank Regional",88060,"'20-XXX-XXX-XX","Nonpublic Nursing Services",73958.00,72930.00,58344.00
25,"Monmouth",4365,"Red Bank Regional",88080,"'20-XXX-XXX-XX","Nonpublic Technology Initiative",28260.00,0.00,0.00
25,"Monmouth",4365,"Red Bank Regional",88090,"'20-XXX-XXX-XX","Nonpublic Security Aid",117657.00,125125.00,100100.00
25,"Monmouth",4365,"Red Bank Regional",88140,"'20-XXX-XXX-XX","Other",277586.00,277587.00,277587.00
25,"Monmouth",4365,"Red Bank Regional",88180,"'","Total Other State Projects",710374.00,701801.00,616957.00
25,"Monmouth",4365,"Red Bank Regional",88200,"'20-XXX-XXX-XX","Total State Projects",710374.00,701801.00,616957.00
25,"Monmouth",4365,"Red Bank Regional",88500,"'20-XXX-XXX-XX","Title I",94050.00,141844.00,107416.00
25,"Monmouth",4365,"Red Bank Regional",88520,"'20-XXX-XXX-XX","Title II",27279.00,38888.00,20995.00
25,"Monmouth",4365,"Red Bank Regional",88540,"'20-XXX-XXX-XX","Title III",29.00,10720.00,9112.00
25,"Monmouth",4365,"Red Bank Regional",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",343539.00,424604.00,324604.00
25,"Monmouth",4365,"Red Bank Regional",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",0.00,85173.00,0.00
25,"Monmouth",4365,"Red Bank Regional",88705,"'20-478-XXX-XX","Bridging the Digital Divide Program",0.00,31103.00,0.00
25,"Monmouth",4365,"Red Bank Regional",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,72626.00,0.00
25,"Monmouth",4365,"Red Bank Regional",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,376964.00
25,"Monmouth",4365,"Red Bank Regional",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,25000.00
25,"Monmouth",4365,"Red Bank Regional",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
25,"Monmouth",4365,"Red Bank Regional",88740,"'20-XXX-XXX-XX","Total Federal Projects",464897.00,804958.00,909091.00
25,"Monmouth",4365,"Red Bank Regional",88760,"'","Total Special Revenue Funds",1187024.00,1529607.00,1541048.00
25,"Monmouth",4365,"Red Bank Regional",89660,"'40-701-510-XX","Total Regular Debt Service",741055.00,1870202.00,1997250.00
25,"Monmouth",4365,"Red Bank Regional",89980,"'","Total Debt Service Funds",741055.00,1870202.00,1997250.00
25,"Monmouth",4365,"Red Bank Regional",90000,"'","Total Expenditures/Appropriations",28482096.00,33599873.00,33936279.00
25,"Monmouth",4365,"Red Bank Regional",90010,"'","Total Expenditures Net of Transfers",28482096.00,33599873.00,33936279.00
25,"Monmouth",4520,"Roosevelt Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",709728.00,737277.00,759421.00
25,"Monmouth",4520,"Roosevelt Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",56498.00,59899.00,61465.00
25,"Monmouth",4520,"Roosevelt Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",2186.00,1500.00,3700.00
25,"Monmouth",4520,"Roosevelt Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",580096.00,661888.00,610952.00
25,"Monmouth",4520,"Roosevelt Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",16840.00,27000.00,27660.00
25,"Monmouth",4520,"Roosevelt Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",58203.00,62984.00,65967.00
25,"Monmouth",4520,"Roosevelt Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",50500.00,53431.00,54391.00
25,"Monmouth",4520,"Roosevelt Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",21540.00,41673.00,43042.00
25,"Monmouth",4520,"Roosevelt Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",94550.00,114500.00,114600.00
25,"Monmouth",4520,"Roosevelt Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",13314.00,16032.00,16628.00
25,"Monmouth",4520,"Roosevelt Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",3106.00,12000.00,12350.00
25,"Monmouth",4520,"Roosevelt Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",73817.00,83500.00,88275.00
25,"Monmouth",4520,"Roosevelt Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",19500.00,19500.00,19500.00
25,"Monmouth",4520,"Roosevelt Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",62231.00,41000.00,35750.00
25,"Monmouth",4520,"Roosevelt Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",188158.00,281101.00,294849.00
25,"Monmouth",4520,"Roosevelt Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",117498.00,201000.00,210100.00
25,"Monmouth",4520,"Roosevelt Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",245226.00,362250.00,377725.00
25,"Monmouth",4520,"Roosevelt Boro",72140,"'","Total Undistributed Expenditures",1544579.00,1977859.00,1971789.00
25,"Monmouth",4520,"Roosevelt Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,50.00,50.00
25,"Monmouth",4520,"Roosevelt Boro",72260,"'","Total General Current Expense",2312991.00,2776585.00,2796425.00
25,"Monmouth",4520,"Roosevelt Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",33951.00,45842.00,46342.00
25,"Monmouth",4520,"Roosevelt Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,50.00,50.00
25,"Monmouth",4520,"Roosevelt Boro",76400,"'","Total Capital Outlay",33951.00,45892.00,46392.00
25,"Monmouth",4520,"Roosevelt Boro",84020,"'10-000-520-93","General Fund Contribution to School Based Budgeting",1460.00,0.00,0.00
25,"Monmouth",4520,"Roosevelt Boro",84060,"'","General Fund Grand Total",2348402.00,2822477.00,2842817.00
25,"Monmouth",4520,"Roosevelt Boro",84100,"'20-XXX-XXX-XX","Local Projects",7511.00,1530.00,1530.00
25,"Monmouth",4520,"Roosevelt Boro",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,1500.00
25,"Monmouth",4520,"Roosevelt Boro",88520,"'20-XXX-XXX-XX","Title II",2750.00,1630.00,1385.00
25,"Monmouth",4520,"Roosevelt Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",25953.00,24180.00,20553.00
25,"Monmouth",4520,"Roosevelt Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,42552.00
25,"Monmouth",4520,"Roosevelt Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,25000.00
25,"Monmouth",4520,"Roosevelt Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
25,"Monmouth",4520,"Roosevelt Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",28703.00,25810.00,134490.00
25,"Monmouth",4520,"Roosevelt Boro",88760,"'","Total Special Revenue Funds",36214.00,27340.00,137520.00
25,"Monmouth",4520,"Roosevelt Boro",89660,"'40-701-510-XX","Total Regular Debt Service",56394.00,60377.00,59342.00
25,"Monmouth",4520,"Roosevelt Boro",89980,"'","Total Debt Service Funds",56394.00,60377.00,59342.00
25,"Monmouth",4520,"Roosevelt Boro",90000,"'","Total Expenditures/Appropriations",2441010.00,2910194.00,3039679.00
25,"Monmouth",4520,"Roosevelt Boro",90010,"'","Total Expenditures Net of Transfers",2441010.00,2910194.00,3039679.00
25,"Monmouth",4570,"Rumson Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",5842725.00,6392559.00,6477562.00
25,"Monmouth",4570,"Rumson Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1276510.00,1476570.00,1398628.00
25,"Monmouth",4570,"Rumson Boro",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",340333.00,343095.00,510179.00
25,"Monmouth",4570,"Rumson Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",63513.00,83665.00,85254.00
25,"Monmouth",4570,"Rumson Boro",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",59089.00,63484.00,63403.00
25,"Monmouth",4570,"Rumson Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",31256.00,333356.00,360019.00
25,"Monmouth",4570,"Rumson Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",20050.00,17041.00,12402.00
25,"Monmouth",4570,"Rumson Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",213674.00,246001.00,248093.00
25,"Monmouth",4570,"Rumson Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",448567.00,534524.00,606408.00
25,"Monmouth",4570,"Rumson Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",118705.00,30341.00,95255.00
25,"Monmouth",4570,"Rumson Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",318132.00,330901.00,399587.00
25,"Monmouth",4570,"Rumson Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",461083.00,494032.00,486262.00
25,"Monmouth",4570,"Rumson Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",191680.00,217001.00,213594.00
25,"Monmouth",4570,"Rumson Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",262422.00,363826.00,374181.00
25,"Monmouth",4570,"Rumson Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",34745.00,89797.00,122925.00
25,"Monmouth",4570,"Rumson Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",447219.00,533218.00,545346.00
25,"Monmouth",4570,"Rumson Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",483114.00,462907.00,477419.00
25,"Monmouth",4570,"Rumson Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",285205.00,280847.00,282858.00
25,"Monmouth",4570,"Rumson Boro",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative Informationtechnology",48388.00,60153.00,70017.00
25,"Monmouth",4570,"Rumson Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",1412097.00,1666287.00,1720109.00
25,"Monmouth",4570,"Rumson Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",521922.00,684892.00,693102.00
25,"Monmouth",4570,"Rumson Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",3644975.00,4225743.00,4024310.00
25,"Monmouth",4570,"Rumson Boro",72140,"'","Total Undistributed Expenditures",8943234.00,10570867.00,10731887.00
25,"Monmouth",4570,"Rumson Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,120.00,150.00
25,"Monmouth",4570,"Rumson Boro",72240,"'10-607","Interest Earned on Current Expense Emergency Res",0.00,50.00,0.00
25,"Monmouth",4570,"Rumson Boro",72260,"'","Total General Current Expense",16525404.00,18930410.00,19267063.00
25,"Monmouth",4570,"Rumson Boro",75880,"'12-XXX-XXX-73","Total Equipment",15266.00,16257.00,9200.00
25,"Monmouth",4570,"Rumson Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",29584.00,1276418.00,121418.00
25,"Monmouth",4570,"Rumson Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,600.00,600.00
25,"Monmouth",4570,"Rumson Boro",76400,"'","Total Capital Outlay",44850.00,1293275.00,131218.00
25,"Monmouth",4570,"Rumson Boro",84060,"'","General Fund Grand Total",16570254.00,20223685.00,19398281.00
25,"Monmouth",4570,"Rumson Boro",84100,"'20-XXX-XXX-XX","Local Projects",161411.00,147061.00,0.00
25,"Monmouth",4570,"Rumson Boro",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,83302.00
25,"Monmouth",4570,"Rumson Boro",88000,"'20-XXX-XXX-XX","Nonpublic Textbooks",14842.00,12585.00,10068.00
25,"Monmouth",4570,"Rumson Boro",88020,"'20-XXX-XXX-XX","Nonpublic Auxiliary Services",28586.00,30482.00,24385.00
25,"Monmouth",4570,"Rumson Boro",88040,"'20-XXX-XXX-XX","Nonpublic Handicapped Services",45788.00,67061.00,53650.00
25,"Monmouth",4570,"Rumson Boro",88060,"'20-XXX-XXX-XX","Nonpublic Nursing Services",26426.00,21012.00,16810.00
25,"Monmouth",4570,"Rumson Boro",88080,"'20-XXX-XXX-XX","Nonpublic Technology Initiative",10008.00,0.00,0.00
25,"Monmouth",4570,"Rumson Boro",88090,"'20-XXX-XXX-XX","Nonpublic Security Aid",34608.00,36050.00,28840.00
25,"Monmouth",4570,"Rumson Boro",88180,"'","Total Other State Projects",160258.00,167190.00,133753.00
25,"Monmouth",4570,"Rumson Boro",88200,"'20-XXX-XXX-XX","Total State Projects",160258.00,167190.00,133753.00
25,"Monmouth",4570,"Rumson Boro",88500,"'20-XXX-XXX-XX","Title I",67931.00,130879.00,104700.00
25,"Monmouth",4570,"Rumson Boro",88520,"'20-XXX-XXX-XX","Title II",6450.00,22928.00,18343.00
25,"Monmouth",4570,"Rumson Boro",88560,"'20-XXX-XXX-XX","Title IV",7729.00,12271.00,9817.00
25,"Monmouth",4570,"Rumson Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",291627.00,309036.00,247230.00
25,"Monmouth",4570,"Rumson Boro",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",10033.00,24090.00,0.00
25,"Monmouth",4570,"Rumson Boro",88705,"'20-478-XXX-XX","Bridging the Digital Divide Program",0.00,8961.00,0.00
25,"Monmouth",4570,"Rumson Boro",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,24434.00,0.00
25,"Monmouth",4570,"Rumson Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,302560.00
25,"Monmouth",4570,"Rumson Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,25000.00
25,"Monmouth",4570,"Rumson Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
25,"Monmouth",4570,"Rumson Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",383770.00,532599.00,752650.00
25,"Monmouth",4570,"Rumson Boro",88760,"'","Total Special Revenue Funds",705439.00,846850.00,969705.00
25,"Monmouth",4570,"Rumson Boro",89660,"'40-701-510-XX","Total Regular Debt Service",890220.00,1330300.00,2229218.00
25,"Monmouth",4570,"Rumson Boro",89980,"'","Total Debt Service Funds",890220.00,1330300.00,2229218.00
25,"Monmouth",4570,"Rumson Boro",90000,"'","Total Expenditures/Appropriations",18165913.00,22400835.00,22597204.00
25,"Monmouth",4570,"Rumson Boro",90010,"'","Total Expenditures Net of Transfers",18165913.00,22400835.00,22597204.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",6151771.00,6207035.00,6310215.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1472672.00,1347498.00,1517856.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",32904.00,0.00,0.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",12160,"'11-240-100-XX","Total Bilingual Education-Instruction",7370.00,11100.00,11100.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",231731.00,257591.00,249081.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",877363.00,1066839.00,1067381.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",1010875.00,2187744.00,1924976.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",29608.00,31282.00,34490.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",88221.00,100685.00,94290.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",218584.00,303377.00,269300.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",734718.00,1063984.00,1048565.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",879492.00,346819.00,363904.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",695469.00,845226.00,708199.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",125787.00,131910.00,135357.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",15932.00,40620.00,41200.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",659983.00,708883.00,749532.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",496613.00,520726.00,465181.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",332824.00,368116.00,377953.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative Informationtechnology",21315.00,114152.00,104410.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",1963585.00,2469074.00,1670513.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",949964.00,1664985.00,1453578.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",2701523.00,2940060.00,3181000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",72140,"'","Total Undistributed Expenditures",10924493.00,13837643.00,12622448.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,1.00,100.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",72240,"'10-607","Interest Earned on Current Expense Emergency Res",0.00,1.00,15.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",72260,"'","Total General Current Expense",19698304.00,22727708.00,21778196.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",75880,"'12-XXX-XXX-73","Total Equipment",3240.00,81500.00,7000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",204470.00,1278099.00,189591.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,1.00,185.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",76400,"'","Total Capital Outlay",207710.00,1359600.00,196776.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",84060,"'","General Fund Grand Total",19906014.00,24087308.00,21974972.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",84100,"'20-XXX-XXX-XX","Local Projects",117038.00,0.00,0.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,450000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",84220,"'20-476-XXX-XX","Scholarship Fund",0.00,0.00,5000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88500,"'20-XXX-XXX-XX","Title I",23142.00,46201.00,41800.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88520,"'20-XXX-XXX-XX","Title II",5500.00,13313.00,11300.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88560,"'20-XXX-XXX-XX","Title IV",0.00,10000.00,8500.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",166326.00,176152.00,150000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",0.00,39343.00,0.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,24975.00,0.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,35920.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,25000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88740,"'20-XXX-XXX-XX","Total Federal Projects",194968.00,309984.00,317520.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",88760,"'","Total Special Revenue Funds",312006.00,309984.00,772520.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",89660,"'40-701-510-XX","Total Regular Debt Service",898324.00,893382.00,887944.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",89980,"'","Total Debt Service Funds",898324.00,893382.00,887944.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",90000,"'","Total Expenditures/Appropriations",21116344.00,25290674.00,23635436.00
25,"Monmouth",4580,"Rumson-Fair Haven Reg",90010,"'","Total Expenditures Net of Transfers",21116344.00,25290674.00,23635436.00
25,"Monmouth",4690,"Sea Girt Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",1264043.00,1483606.00,1474054.00
25,"Monmouth",4690,"Sea Girt Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",312295.00,405013.00,399960.00
25,"Monmouth",4690,"Sea Girt Boro",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",38001.00,43251.00,47916.00
25,"Monmouth",4690,"Sea Girt Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",45493.00,60000.00,58650.00
25,"Monmouth",4690,"Sea Girt Boro",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",46853.00,55000.00,53850.00
25,"Monmouth",4690,"Sea Girt Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",620114.00,825358.00,835389.00
25,"Monmouth",4690,"Sea Girt Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",25881.00,21699.00,21090.00
25,"Monmouth",4690,"Sea Girt Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",60433.00,111484.00,104413.00
25,"Monmouth",4690,"Sea Girt Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",120519.00,208273.00,169678.00
25,"Monmouth",4690,"Sea Girt Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",115219.00,98476.00,70249.00
25,"Monmouth",4690,"Sea Girt Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",66298.00,93054.00,85519.00
25,"Monmouth",4690,"Sea Girt Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",134549.00,184310.00,180711.00
25,"Monmouth",4690,"Sea Girt Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",84183.00,85009.00,86483.00
25,"Monmouth",4690,"Sea Girt Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",60447.00,49362.00,52257.00
25,"Monmouth",4690,"Sea Girt Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",9070.00,23000.00,20500.00
25,"Monmouth",4690,"Sea Girt Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",98934.00,150711.00,142945.00
25,"Monmouth",4690,"Sea Girt Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",36168.00,71933.00,75342.00
25,"Monmouth",4690,"Sea Girt Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",80960.00,70680.00,85365.00
